2024-10-10 03:10:23 - [2024-10-10 03:10:23] MonsterMonstruo 231003101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada added to tray 1.
2024-10-10 12:09:11 - [2024-10-10 12:09:11] Monster Monstruo 520812101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada emptied from tray 3.
2024-10-10 12:09:11 - [2024-10-10 12:09:11] Monster Monstruo 580812101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica emptied from tray 3.
2024-10-10 12:09:13 - [2024-10-10 12:09:13] MonsterMonstruo 912101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta added to tray 1.
2024-10-10 12:09:15 - [2024-10-10 12:09:15] MonsterMonstruo 140912101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada added to tray 1.
2024-10-10 12:09:17 - [2024-10-10 12:09:17] MonsterMonstruo 150912101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica added to tray 2.
2024-10-10 12:09:19 - [2024-10-10 12:09:19] MonsterMonstruo 170912101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica added to tray 2.
2024-10-10 12:09:21 - [2024-10-10 12:09:21] MonsterMonstruo 180912101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica added to tray 3.
2024-10-10 12:09:23 - [2024-10-10 12:09:23] MonsterMonstruo 200912101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada added to tray 3.
2024-10-10 12:09:35 - [2024-10-10 12:09:35] Monster Monstruo 912101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta emptied from tray 1.
2024-10-10 12:09:35 - [2024-10-10 12:09:35] Monster Monstruo 140912101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada emptied from tray 1.
2024-10-10 12:09:35 - [2024-10-10 12:09:35] Monster Monstruo 150912101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica emptied from tray 2.
2024-10-10 12:09:35 - [2024-10-10 12:09:35] Monster Monstruo 170912101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica emptied from tray 2.
2024-10-10 12:09:35 - [2024-10-10 12:09:35] Monster Monstruo 180912101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica emptied from tray 3.
2024-10-10 12:09:35 - [2024-10-10 12:09:35] Monster Monstruo 200912101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada emptied from tray 3.
2024-10-10 12:09:37 - [2024-10-10 12:09:37] MonsterMonstruo 220912101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta added to tray 1.
2024-10-10 12:09:39 - [2024-10-10 12:09:39] MonsterMonstruo 350912101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada added to tray 1.
2024-10-10 12:09:41 - [2024-10-10 12:09:41] MonsterMonstruo 390912101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica added to tray 2.
2024-10-10 12:09:43 - [2024-10-10 12:09:43] MonsterMonstruo 420912101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada added to tray 2.
2024-10-10 12:09:45 - [2024-10-10 12:09:45] MonsterMonstruo 430912101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica added to tray 3.
2024-10-10 12:09:47 - [2024-10-10 12:09:47] MonsterMonstruo 460912101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica added to tray 3.
2024-10-10 12:09:59 - [2024-10-10 12:09:59] Monster Monstruo 220912101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta emptied from tray 1.
2024-10-10 12:09:59 - [2024-10-10 12:09:59] Monster Monstruo 350912101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada emptied from tray 1.
2024-10-10 12:09:59 - [2024-10-10 12:09:59] Monster Monstruo 390912101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica emptied from tray 2.
2024-10-10 12:09:59 - [2024-10-10 12:09:59] Monster Monstruo 420912101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada emptied from tray 2.
2024-10-10 12:09:59 - [2024-10-10 12:09:59] Monster Monstruo 430912101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica emptied from tray 3.
2024-10-10 12:09:59 - [2024-10-10 12:09:59] Monster Monstruo 460912101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica emptied from tray 3.
2024-10-10 12:10:09 - [2024-10-10 12:10:09] MonsterMonstruo 81012101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 1.
2024-10-10 12:10:11 - [2024-10-10 12:10:11] MonsterMonstruo 91012101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 1.
2024-10-10 12:10:17 - [2024-10-10 12:10:17] MonsterMonstruo 161012101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica added to tray 2.
2024-10-10 12:10:19 - [2024-10-10 12:10:19] MonsterMonstruo 181012101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica added to tray 2.
2024-10-10 12:10:24 - [2024-10-10 12:10:24] MonsterMonstruo 221012101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica added to tray 3.
2024-10-10 12:10:28 - [2024-10-10 12:10:28] MonsterMonstruo 261012101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 3.
2024-10-10 12:10:40 - [2024-10-10 12:10:40] Monster Monstruo 81012101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica emptied from tray 1.
2024-10-10 12:10:40 - [2024-10-10 12:10:40] Monster Monstruo 91012101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica emptied from tray 1.
2024-10-10 12:10:40 - [2024-10-10 12:10:40] Monster Monstruo 161012101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica emptied from tray 2.
2024-10-10 12:10:40 - [2024-10-10 12:10:40] Monster Monstruo 181012101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica emptied from tray 2.
2024-10-10 12:10:40 - [2024-10-10 12:10:40] Monster Monstruo 221012101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica emptied from tray 3.
2024-10-10 12:10:40 - [2024-10-10 12:10:40] Monster Monstruo 261012101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica emptied from tray 3.
2024-10-10 12:10:48 - [2024-10-10 12:10:48] MonsterMonstruo 471012101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica added to tray 1.
2024-10-10 12:10:52 - [2024-10-10 12:10:52] MonsterMonstruo 511012101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada added to tray 1.
2024-10-10 12:10:54 - [2024-10-10 12:10:54] MonsterMonstruo 521012101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada added to tray 2.
2024-10-10 12:10:56 - [2024-10-10 12:10:56] MonsterMonstruo 551012101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada added to tray 2.
2024-10-10 12:11:00 - [2024-10-10 12:11:00] MonsterMonstruo 581012101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta added to tray 3.
2024-10-10 12:11:02 - [2024-10-10 12:11:02] MonsterMonstruo 11112101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 3.
2024-10-10 12:11:14 - [2024-10-10 12:11:14] Monster Monstruo 471012101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica emptied from tray 1.
2024-10-10 12:11:14 - [2024-10-10 12:11:14] Monster Monstruo 511012101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada emptied from tray 1.
2024-10-10 12:11:14 - [2024-10-10 12:11:14] Monster Monstruo 521012101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada emptied from tray 2.
2024-10-10 12:11:14 - [2024-10-10 12:11:14] Monster Monstruo 551012101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada emptied from tray 2.
2024-10-10 12:11:14 - [2024-10-10 12:11:14] Monster Monstruo 581012101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta emptied from tray 3.
2024-10-10 12:11:14 - [2024-10-10 12:11:14] Monster Monstruo 11112101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica emptied from tray 3.
2024-10-10 12:11:22 - [2024-10-10 12:11:22] MonsterMonstruo 201112101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta added to tray 1.
2024-10-10 12:11:24 - [2024-10-10 12:11:24] MonsterMonstruo 231112101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica added to tray 1.
2024-10-10 12:11:28 - [2024-10-10 12:11:28] MonsterMonstruo 271112101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica added to tray 2.
2024-10-10 12:11:38 - [2024-10-10 12:11:38] MonsterMonstruo 371112101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica added to tray 2.
2024-10-10 12:11:42 - [2024-10-10 12:11:42] MonsterMonstruo 401112101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta added to tray 3.
2024-10-10 12:11:48 - [2024-10-10 12:11:48] MonsterMonstruo 471112101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica added to tray 3.
2024-10-10 12:12:00 - [2024-10-10 12:12:00] Monster Monstruo 201112101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta emptied from tray 1.
2024-10-10 12:12:00 - [2024-10-10 12:12:00] Monster Monstruo 231112101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica emptied from tray 1.
2024-10-10 12:12:00 - [2024-10-10 12:12:00] Monster Monstruo 271112101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica emptied from tray 2.
2024-10-10 12:12:00 - [2024-10-10 12:12:00] Monster Monstruo 371112101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica emptied from tray 2.
2024-10-10 12:12:00 - [2024-10-10 12:12:00] Monster Monstruo 401112101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta emptied from tray 3.
2024-10-10 12:12:00 - [2024-10-10 12:12:00] Monster Monstruo 471112101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica emptied from tray 3.
2024-10-10 12:12:02 - [2024-10-10 12:12:02] MonsterMonstruo 1212101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada added to tray 1.
2024-10-10 12:12:04 - [2024-10-10 12:12:04] MonsterMonstruo 11212101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta added to tray 1.
2024-10-10 12:12:06 - [2024-10-10 12:12:06] MonsterMonstruo 21212101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta added to tray 2.
2024-10-10 12:12:08 - [2024-10-10 12:12:08] MonsterMonstruo 71212101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada added to tray 2.
2024-10-10 12:12:12 - [2024-10-10 12:12:12] MonsterMonstruo 111212101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada added to tray 3.
2024-10-10 12:12:18 - [2024-10-10 12:12:18] MonsterMonstruo 171212101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica added to tray 3.
2024-10-10 12:12:30 - [2024-10-10 12:12:30] Monster Monstruo 1212101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada emptied from tray 1.
2024-10-10 12:12:30 - [2024-10-10 12:12:30] Monster Monstruo 11212101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta emptied from tray 1.
2024-10-10 12:12:30 - [2024-10-10 12:12:30] Monster Monstruo 21212101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta emptied from tray 2.
2024-10-10 12:12:30 - [2024-10-10 12:12:30] Monster Monstruo 71212101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada emptied from tray 2.
2024-10-10 12:12:30 - [2024-10-10 12:12:30] Monster Monstruo 111212101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada emptied from tray 3.
2024-10-10 12:12:30 - [2024-10-10 12:12:30] Monster Monstruo 171212101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica emptied from tray 3.
2024-10-10 12:12:34 - [2024-10-10 12:12:34] MonsterMonstruo 321212101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 1.
2024-10-10 12:12:42 - [2024-10-10 12:12:42] MonsterMonstruo 401212101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada added to tray 1.
2024-10-10 12:12:44 - [2024-10-10 12:12:44] MonsterMonstruo 431212101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada added to tray 2.
2024-10-10 12:12:46 - [2024-10-10 12:12:46] MonsterMonstruo 441212101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta added to tray 2.
2024-10-10 12:12:48 - [2024-10-10 12:12:48] MonsterMonstruo 471212101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta added to tray 3.
2024-10-10 12:12:50 - [2024-10-10 12:12:50] MonsterMonstruo 481212101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta added to tray 3.
2024-10-10 12:13:02 - [2024-10-10 12:13:02] Monster Monstruo 321212101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica emptied from tray 1.
2024-10-10 12:13:02 - [2024-10-10 12:13:02] Monster Monstruo 401212101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada emptied from tray 1.
2024-10-10 12:13:02 - [2024-10-10 12:13:02] Monster Monstruo 431212101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada emptied from tray 2.
2024-10-10 12:13:02 - [2024-10-10 12:13:02] Monster Monstruo 441212101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta emptied from tray 2.
2024-10-10 12:13:02 - [2024-10-10 12:13:02] Monster Monstruo 471212101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta emptied from tray 3.
2024-10-10 12:13:02 - [2024-10-10 12:13:02] Monster Monstruo 481212101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta emptied from tray 3.
2024-10-10 12:13:04 - [2024-10-10 12:13:04] MonsterMonstruo 511212101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica added to tray 1.
2024-10-10 12:13:06 - [2024-10-10 12:13:06] MonsterMonstruo 21312101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada added to tray 1.
2024-10-10 12:13:08 - [2024-10-10 12:13:08] MonsterMonstruo 41312101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 2.
2024-10-10 12:13:10 - [2024-10-10 12:13:10] MonsterMonstruo 81312101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta added to tray 2.
2024-10-10 12:13:12 - [2024-10-10 12:13:12] MonsterMonstruo 91312101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica added to tray 3.
2024-10-10 12:13:14 - [2024-10-10 12:13:14] MonsterMonstruo 111312101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada added to tray 3.
2024-10-10 12:13:26 - [2024-10-10 12:13:26] Monster Monstruo 511212101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica emptied from tray 1.
2024-10-10 12:13:26 - [2024-10-10 12:13:26] Monster Monstruo 21312101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada emptied from tray 1.
2024-10-10 12:13:26 - [2024-10-10 12:13:26] Monster Monstruo 41312101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica emptied from tray 2.
2024-10-10 12:13:26 - [2024-10-10 12:13:26] Monster Monstruo 81312101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta emptied from tray 2.
2024-10-10 12:13:26 - [2024-10-10 12:13:26] Monster Monstruo 91312101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica emptied from tray 3.
2024-10-10 12:13:26 - [2024-10-10 12:13:26] Monster Monstruo 111312101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada emptied from tray 3.
2024-10-10 12:13:28 - [2024-10-10 12:13:28] MonsterMonstruo 121312101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica added to tray 1.
2024-10-10 12:13:30 - [2024-10-10 12:13:30] MonsterMonstruo 261312101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada added to tray 1.
2024-10-10 12:13:32 - [2024-10-10 12:13:32] MonsterMonstruo 281312101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 2.
2024-10-10 12:13:34 - [2024-10-10 12:13:34] MonsterMonstruo 321312101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica added to tray 2.
2024-10-10 12:13:38 - [2024-10-10 12:13:38] MonsterMonstruo 371312101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada added to tray 3.
2024-10-10 12:13:40 - [2024-10-10 12:13:40] MonsterMonstruo 391312101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada added to tray 3.
2024-10-10 12:13:52 - [2024-10-10 12:13:52] Monster Monstruo 121312101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica emptied from tray 1.
2024-10-10 12:13:52 - [2024-10-10 12:13:52] Monster Monstruo 261312101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada emptied from tray 1.
2024-10-10 12:13:52 - [2024-10-10 12:13:52] Monster Monstruo 281312101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica emptied from tray 2.
2024-10-10 12:13:52 - [2024-10-10 12:13:52] Monster Monstruo 321312101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica emptied from tray 2.
2024-10-10 12:13:52 - [2024-10-10 12:13:52] Monster Monstruo 371312101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada emptied from tray 3.
2024-10-10 12:13:52 - [2024-10-10 12:13:52] Monster Monstruo 391312101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada emptied from tray 3.
2024-10-10 12:13:54 - [2024-10-10 12:13:54] MonsterMonstruo 401312101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica added to tray 1.
2024-10-10 12:13:56 - [2024-10-10 12:13:56] MonsterMonstruo 541312101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica added to tray 1.
2024-10-10 12:13:58 - [2024-10-10 12:13:58] MonsterMonstruo 581312101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada added to tray 2.
2024-10-10 12:14:15 - [2024-10-10 12:14:15] MonsterMonstruo 141412101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta added to tray 2.
2024-10-10 12:14:17 - [2024-10-10 12:14:17] MonsterMonstruo 151412101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 3.
2024-10-10 12:14:19 - [2024-10-10 12:14:19] MonsterMonstruo 171412101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada added to tray 3.
2024-10-10 12:14:31 - [2024-10-10 12:14:31] Monster Monstruo 401312101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica emptied from tray 1.
2024-10-10 12:14:31 - [2024-10-10 12:14:31] Monster Monstruo 541312101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica emptied from tray 1.
2024-10-10 12:14:31 - [2024-10-10 12:14:31] Monster Monstruo 581312101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada emptied from tray 2.
2024-10-10 12:14:31 - [2024-10-10 12:14:31] Monster Monstruo 141412101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta emptied from tray 2.
2024-10-10 12:14:31 - [2024-10-10 12:14:31] Monster Monstruo 151412101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica emptied from tray 3.
2024-10-10 12:14:31 - [2024-10-10 12:14:31] Monster Monstruo 171412101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada emptied from tray 3.
2024-10-10 12:14:33 - [2024-10-10 12:14:33] MonsterMonstruo 201412101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 1.
2024-10-10 12:14:35 - [2024-10-10 12:14:35] MonsterMonstruo 321412101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica added to tray 1.
2024-10-10 12:14:37 - [2024-10-10 12:14:37] MonsterMonstruo 331412101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica added to tray 2.
