2024-10-10 09:45:06 - [2024-10-10 09:45:06] The order: Name: NATALIA, Priority: No, Number: PROGRA, of 1, INTELIGENCIA, VELOCIDAD, LOCURA, 
2024-10-10 09:45:06 - [2024-10-10 09:45:06] The order: Name: ALLAN, Priority: No, Number: 2, of DESTRUCCION, 
2024-10-10 11:51:23 - [2024-10-10 11:51:23] The monster Monstruo 235111101024 , Tipo: BUENO , Combinación Oscura, Radioactivo, Astuta entered the garbage collector because it was GOOD.
2024-10-10 11:51:23 - [2024-10-10 11:51:23] MonsterMonstruo 155111101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta added to tray 4.
2024-10-10 11:51:24 - [2024-10-10 11:51:24] Monster Monstruo 245111101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica was enqueued.
2024-10-10 11:51:25 - [2024-10-10 11:51:25] The monster Monstruo 255111101024 , Tipo: BUENO , Combinación Cósmica, Orgánico, Caótica entered the garbage collector because it was GOOD.
2024-10-10 11:51:25 - [2024-10-10 11:51:25] MonsterMonstruo 155111101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada added to tray 4.
2024-10-10 11:51:26 - [2024-10-10 11:51:26] The monster Monstruo 265111101024 , Tipo: BUENO , Combinación Oscura, Orgánico, Astuta entered the garbage collector because it was GOOD.
2024-10-10 11:51:27 - [2024-10-10 11:51:27] The monster Monstruo 275111101024 , Tipo: BUENO , Combinación Oscura, Metálico, Caótica entered the garbage collector because it was GOOD.
2024-10-10 11:51:37 - [2024-10-10 11:51:37] Monster Monstruo 65111101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta emptied from tray 1.
2024-10-10 11:51:37 - [2024-10-10 11:51:37] Monster Monstruo 135111101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica emptied from tray 1.
2024-10-10 11:51:37 - [2024-10-10 11:51:37] Monster Monstruo 145111101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica emptied from tray 2.
2024-10-10 11:51:37 - [2024-10-10 11:51:37] Monster Monstruo 145111101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica emptied from tray 2.
2024-10-10 11:51:37 - [2024-10-10 11:51:37] Monster Monstruo 155111101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada emptied from tray 3.
2024-10-10 11:51:37 - [2024-10-10 11:51:37] Monster Monstruo 155111101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada emptied from tray 3.
2024-10-10 11:51:37 - [2024-10-10 11:51:37] Monster Monstruo 155111101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta emptied from tray 4.
2024-10-10 11:51:37 - [2024-10-10 11:51:37] Monster Monstruo 155111101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada emptied from tray 4.
2024-10-10 11:51:37 - [2024-10-10 11:51:37] Monster Monstruo 65111101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta was dequeued.
2024-10-10 11:51:37 - [2024-10-10 11:51:37] The monster Monstruo 65111101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta entered storage and is available for delivery.
2024-10-10 11:51:37 - [2024-10-10 11:51:37] The monster Monstruo 135111101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica entered the garbage collector because inspector 1 discarded it.
2024-10-10 11:51:37 - [2024-10-10 11:51:37] The monster Monstruo 145111101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica entered the garbage collector because inspector 1 discarded it.
2024-10-10 11:51:37 - [2024-10-10 11:51:37] The monster Monstruo 145111101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica entered storage and is available for delivery.
2024-10-10 11:51:37 - [2024-10-10 11:51:37] The monster Monstruo 155111101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada entered storage and is available for delivery.
2024-10-10 11:51:37 - [2024-10-10 11:51:37] The monster Monstruo 155111101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada entered storage and is available for delivery.
2024-10-10 11:51:37 - [2024-10-10 11:51:37] The monster Monstruo 155111101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta entered the garbage collector because inspector 1 discarded it.
2024-10-10 11:51:37 - [2024-10-10 11:51:37] The monster Monstruo 155111101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada entered storage and is available for delivery.
2024-10-10 11:52:45 - [2024-10-10 11:52:45] The order: Name: NATALIA, Priority: Yes, Number: 1, of INTELIGENCIA, VELOCIDAD, LOCURA, 
2024-10-10 11:52:45 - [2024-10-10 11:52:45] The order: Name: ALLAN, Priority: No, Number: 2, of DESTRUCCION, 
2024-10-10 11:52:45 - [2024-10-10 11:52:45] The order: Name: JIMENA, Priority: Yes, Number: 3, of REGENERACION, 
2024-10-10 11:52:45 - [2024-10-10 11:52:45] The order: Name: JUAN, Priority: No, Number: 4, of MALDAD, 
2024-10-10 11:53:00 - [2024-10-10 11:53:00] The monster Monstruo 5311101024 , Tipo: BUENO , Combinación Oscura, Radioactivo, Caótica entered the garbage collector because it was GOOD.
2024-10-10 11:53:01 - [2024-10-10 11:53:01] The monster Monstruo 15311101024 , Tipo: BUENO , Combinación Elemental, Metálico, Astuta entered the garbage collector because it was GOOD.
2024-10-10 11:53:02 - [2024-10-10 11:53:02] The monster Monstruo 25311101024 , Tipo: BUENO , Combinación Cósmica, Radioactivo, Despiadada entered the garbage collector because it was GOOD.
2024-10-10 11:53:03 - [2024-10-10 11:53:03] The monster Monstruo 35311101024 , Tipo: BUENO , Combinación Elemental, Metálico, Despiadada entered the garbage collector because it was GOOD.
2024-10-10 11:53:04 - [2024-10-10 11:53:04] Monster Monstruo 45311101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada was enqueued.
2024-10-10 11:53:05 - [2024-10-10 11:53:05] MonsterMonstruo 45311101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada added to tray 1.
2024-10-10 11:53:05 - [2024-10-10 11:53:05] The monster Monstruo 55311101024 , Tipo: BUENO , Combinación Elemental, Radioactivo, Astuta entered the garbage collector because it was GOOD.
2024-10-10 11:53:06 - [2024-10-10 11:53:06] The monster Monstruo 65311101024 , Tipo: BUENO , Combinación Elemental, Metálico, Astuta entered the garbage collector because it was GOOD.
2024-10-10 11:53:07 - [2024-10-10 11:53:07] The monster Monstruo 75311101024 , Tipo: BUENO , Combinación Cósmica, Radioactivo, Despiadada entered the garbage collector because it was GOOD.
2024-10-10 11:53:08 - [2024-10-10 11:53:08] Monster Monstruo 85311101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta was enqueued.
2024-10-10 11:53:09 - [2024-10-10 11:53:09] MonsterMonstruo 85311101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta added to tray 1.
2024-10-10 11:53:09 - [2024-10-10 11:53:09] The monster Monstruo 95311101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Despiadada entered the garbage collector because it was GOOD.
2024-10-10 11:53:10 - [2024-10-10 11:53:10] The monster Monstruo 105311101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Astuta entered the garbage collector because it was GOOD.
2024-10-10 11:53:11 - [2024-10-10 11:53:11] The monster Monstruo 115311101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Caótica entered the garbage collector because it was GOOD.
2024-10-10 11:53:12 - [2024-10-10 11:53:12] Monster Monstruo 125311101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada was enqueued.
2024-10-10 11:53:13 - [2024-10-10 11:53:13] MonsterMonstruo 125311101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada added to tray 2.
2024-10-10 11:53:13 - [2024-10-10 11:53:13] The monster Monstruo 135311101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Despiadada entered the garbage collector because it was GOOD.
2024-10-10 11:53:14 - [2024-10-10 11:53:14] The monster Monstruo 145311101024 , Tipo: BUENO , Combinación Elemental, Metálico, Caótica entered the garbage collector because it was GOOD.
2024-10-10 11:53:15 - [2024-10-10 11:53:15] The monster Monstruo 155311101024 , Tipo: BUENO , Combinación Oscura, Metálico, Astuta entered the garbage collector because it was GOOD.
2024-10-10 11:53:15 - [2024-10-10 11:53:15] The monster Monstruo 155311101024 , Tipo: BUENO , Combinación Elemental, Radioactivo, Astuta entered the garbage collector because it was GOOD.
2024-10-10 11:53:15 - [2024-10-10 11:53:15] The monster Monstruo 155311101024 , Tipo: BUENO , Combinación Oscura, Metálico, Despiadada entered the garbage collector because it was GOOD.
2024-10-10 11:53:15 - [2024-10-10 11:53:15] The monster Monstruo 155311101024 , Tipo: BUENO , Combinación Elemental, Radioactivo, Astuta entered the garbage collector because it was GOOD.
2024-10-10 11:53:15 - [2024-10-10 11:53:15] The monster Monstruo 155311101024 , Tipo: BUENO , Combinación Elemental, Metálico, Caótica entered the garbage collector because it was GOOD.
2024-10-10 11:53:15 - [2024-10-10 11:53:15] The monster Monstruo 155311101024 , Tipo: BUENO , Combinación Cósmica, Radioactivo, Despiadada entered the garbage collector because it was GOOD.
2024-10-10 11:53:15 - [2024-10-10 11:53:15] Monster Monstruo 155311101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada was enqueued.
2024-10-10 11:53:15 - [2024-10-10 11:53:15] The monster Monstruo 155311101024 , Tipo: BUENO , Combinación Elemental, Metálico, Astuta entered the garbage collector because it was GOOD.
2024-10-10 11:53:15 - [2024-10-10 11:53:15] The monster Monstruo 155311101024 , Tipo: BUENO , Combinación Oscura, Radioactivo, Astuta entered the garbage collector because it was GOOD.
2024-10-10 11:53:15 - [2024-10-10 11:53:15] The monster Monstruo 155311101024 , Tipo: BUENO , Combinación Oscura, Radioactivo, Astuta entered the garbage collector because it was GOOD.
2024-10-10 11:53:15 - [2024-10-10 11:53:15] The monster Monstruo 155311101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Astuta entered the garbage collector because it was GOOD.
2024-10-10 11:53:17 - [2024-10-10 11:53:17] Monster Monstruo 175311101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada was enqueued.
2024-10-10 11:53:17 - [2024-10-10 11:53:17] MonsterMonstruo 155311101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada added to tray 2.
2024-10-10 11:53:18 - [2024-10-10 11:53:18] The monster Monstruo 185311101024 , Tipo: BUENO , Combinación Elemental, Radioactivo, Despiadada entered the garbage collector because it was GOOD.
2024-10-10 11:53:19 - [2024-10-10 11:53:19] The monster Monstruo 195311101024 , Tipo: BUENO , Combinación Oscura, Orgánico, Caótica entered the garbage collector because it was GOOD.
2024-10-10 11:53:19 - [2024-10-10 11:53:19] MonsterMonstruo 175311101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada added to tray 3.
2024-10-10 11:53:20 - [2024-10-10 11:53:20] The monster Monstruo 205311101024 , Tipo: BUENO , Combinación Oscura, Orgánico, Caótica entered the garbage collector because it was GOOD.
2024-10-10 11:53:21 - [2024-10-10 11:53:21] Monster Monstruo 215311101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta was enqueued.
2024-10-10 11:53:21 - [2024-10-10 11:53:21] MonsterMonstruo 215311101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta added to tray 3.
2024-10-10 11:53:22 - [2024-10-10 11:53:22] Monster Monstruo 225311101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica was enqueued.
2024-10-10 11:53:23 - [2024-10-10 11:53:23] The monster Monstruo 235311101024 , Tipo: BUENO , Combinación Oscura, Radioactivo, Astuta entered the garbage collector because it was GOOD.
2024-10-10 11:53:23 - [2024-10-10 11:53:23] MonsterMonstruo 225311101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 4.
2024-10-10 11:53:24 - [2024-10-10 11:53:24] The monster Monstruo 245311101024 , Tipo: BUENO , Combinación Cósmica, Orgánico, Caótica entered the garbage collector because it was GOOD.
2024-10-10 11:53:25 - [2024-10-10 11:53:25] Monster Monstruo 255311101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica was enqueued.
2024-10-10 11:53:25 - [2024-10-10 11:53:25] MonsterMonstruo 255311101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica added to tray 4.
2024-10-10 11:53:26 - [2024-10-10 11:53:26] The monster Monstruo 265311101024 , Tipo: BUENO , Combinación Elemental, Orgánico, Astuta entered the garbage collector because it was GOOD.
2024-10-10 11:53:26 - [2024-10-10 11:53:26] The monster Monstruo 265311101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Astuta entered the garbage collector because it was GOOD.
2024-10-10 11:53:26 - [2024-10-10 11:53:26] The monster Monstruo 265311101024 , Tipo: BUENO , Combinación Elemental, Radioactivo, Astuta entered the garbage collector because it was GOOD.
2024-10-10 11:53:26 - [2024-10-10 11:53:26] The monster Monstruo 265311101024 , Tipo: BUENO , Combinación Cósmica, Radioactivo, Astuta entered the garbage collector because it was GOOD.
2024-10-10 11:53:26 - [2024-10-10 11:53:26] Monster Monstruo 265311101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica was enqueued.
2024-10-10 11:53:26 - [2024-10-10 11:53:26] The monster Monstruo 265311101024 , Tipo: BUENO , Combinación Cósmica, Radioactivo, Despiadada entered the garbage collector because it was GOOD.
2024-10-10 11:53:26 - [2024-10-10 11:53:26] The monster Monstruo 265311101024 , Tipo: BUENO , Combinación Oscura, Orgánico, Caótica entered the garbage collector because it was GOOD.
2024-10-10 11:53:26 - [2024-10-10 11:53:26] The monster Monstruo 265311101024 , Tipo: BUENO , Combinación Oscura, Radioactivo, Astuta entered the garbage collector because it was GOOD.
2024-10-10 11:53:26 - [2024-10-10 11:53:26] The monster Monstruo 265311101024 , Tipo: BUENO , Combinación Oscura, Metálico, Caótica entered the garbage collector because it was GOOD.
2024-10-10 11:53:26 - [2024-10-10 11:53:26] Monster Monstruo 265311101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta was enqueued.
2024-10-10 11:53:26 - [2024-10-10 11:53:26] The monster Monstruo 265311101024 , Tipo: BUENO , Combinación Oscura, Radioactivo, Caótica entered the garbage collector because it was GOOD.
2024-10-10 11:53:37 - [2024-10-10 11:53:37] Monster Monstruo 45311101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada emptied from tray 1.
2024-10-10 11:53:37 - [2024-10-10 11:53:37] Monster Monstruo 85311101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta emptied from tray 1.
2024-10-10 11:53:37 - [2024-10-10 11:53:37] Monster Monstruo 125311101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada emptied from tray 2.
2024-10-10 11:53:37 - [2024-10-10 11:53:37] Monster Monstruo 155311101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada emptied from tray 2.
2024-10-10 11:53:37 - [2024-10-10 11:53:37] Monster Monstruo 175311101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada emptied from tray 3.
2024-10-10 11:53:37 - [2024-10-10 11:53:37] Monster Monstruo 215311101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta emptied from tray 3.
2024-10-10 11:53:37 - [2024-10-10 11:53:37] Monster Monstruo 225311101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica emptied from tray 4.
2024-10-10 11:53:37 - [2024-10-10 11:53:37] Monster Monstruo 255311101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica emptied from tray 4.
2024-10-10 11:53:37 - [2024-10-10 11:53:37] Monster Monstruo 45311101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada was dequeued.
2024-10-10 11:53:37 - [2024-10-10 11:53:37] The monster Monstruo 45311101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada entered storage and is available for delivery.
2024-10-10 11:53:37 - [2024-10-10 11:53:37] The monster Monstruo 85311101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta entered storage and is available for delivery.
2024-10-10 11:53:37 - [2024-10-10 11:53:37] The monster Monstruo 125311101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada entered storage and is available for delivery.
2024-10-10 11:53:37 - [2024-10-10 11:53:37] The monster Monstruo 155311101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada entered storage and is available for delivery.
