2024-10-10 03:10:26 - [2024-10-10 03:10:26] The monster Monstruo 261003101024 , Tipo: BUENO , Combinación Oscura, Metálico, Astuta entered because it was GOOD.
2024-10-10 11:53:26 - [2024-10-10 11:53:26] The monster Monstruo 265311101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Astuta entered because it was GOOD.
2024-10-10 11:53:26 - [2024-10-10 11:53:26] The monster Monstruo 265311101024 , Tipo: BUENO , Combinación Elemental, Radioactivo, Astuta entered because it was GOOD.
2024-10-10 11:53:26 - [2024-10-10 11:53:26] The monster Monstruo 265311101024 , Tipo: BUENO , Combinación Cósmica, Radioactivo, Astuta entered because it was GOOD.
2024-10-10 11:53:26 - [2024-10-10 11:53:26] The monster Monstruo 265311101024 , Tipo: BUENO , Combinación Cósmica, Radioactivo, Despiadada entered because it was GOOD.
2024-10-10 11:53:26 - [2024-10-10 11:53:26] The monster Monstruo 265311101024 , Tipo: BUENO , Combinación Oscura, Orgánico, Caótica entered because it was GOOD.
2024-10-10 11:53:26 - [2024-10-10 11:53:26] The monster Monstruo 265311101024 , Tipo: BUENO , Combinación Oscura, Radioactivo, Astuta entered because it was GOOD.
2024-10-10 11:53:26 - [2024-10-10 11:53:26] The monster Monstruo 265311101024 , Tipo: BUENO , Combinación Oscura, Metálico, Caótica entered because it was GOOD.
2024-10-10 11:53:26 - [2024-10-10 11:53:26] The monster Monstruo 265311101024 , Tipo: BUENO , Combinación Oscura, Radioactivo, Caótica entered because it was GOOD.
2024-10-10 11:53:37 - [2024-10-10 11:53:37] The monster Monstruo 215311101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta entered because inspector 2 discarded it.
2024-10-10 11:53:37 - [2024-10-10 11:53:37] The monster Monstruo 225311101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica entered because inspector 2 discarded it.
2024-10-10 11:53:37 - [2024-10-10 11:53:37] The monster Monstruo 375311101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Despiadada entered because it was GOOD.
2024-10-10 11:55:52 - [2024-10-10 11:55:52] The monster Monstruo 525511101024 , Tipo: BUENO , Combinación Cósmica, Orgánico, Caótica entered because it was GOOD.
2024-10-10 11:55:57 - [2024-10-10 11:55:57] The monster Monstruo 575511101024 , Tipo: BUENO , Combinación Elemental, Radioactivo, Astuta entered because it was GOOD.
2024-10-10 11:55:59 - [2024-10-10 11:55:59] The monster Monstruo 595511101024 , Tipo: BUENO , Combinación Cósmica, Radioactivo, Astuta entered because it was GOOD.
2024-10-10 11:56:00 - [2024-10-10 11:56:00] The monster Monstruo 5611101024 , Tipo: BUENO , Combinación Cósmica, Orgánico, Despiadada entered because it was GOOD.
2024-10-10 11:56:01 - [2024-10-10 11:56:01] The monster Monstruo 15611101024 , Tipo: BUENO , Combinación Cósmica, Orgánico, Despiadada entered because it was GOOD.
2024-10-10 11:56:02 - [2024-10-10 11:56:02] The monster Monstruo 25611101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Caótica entered because it was GOOD.
2024-10-10 11:56:03 - [2024-10-10 11:56:03] The monster Monstruo 35611101024 , Tipo: BUENO , Combinación Elemental, Metálico, Caótica entered because it was GOOD.
2024-10-10 11:56:04 - [2024-10-10 11:56:04] The monster Monstruo 45611101024 , Tipo: BUENO , Combinación Elemental, Metálico, Despiadada entered because it was GOOD.
2024-10-10 11:56:05 - [2024-10-10 11:56:05] The monster Monstruo 55611101024 , Tipo: BUENO , Combinación Elemental, Radioactivo, Despiadada entered because it was GOOD.
2024-10-10 11:56:06 - [2024-10-10 11:56:06] The monster Monstruo 65611101024 , Tipo: BUENO , Combinación Elemental, Orgánico, Astuta entered because it was GOOD.
2024-10-10 11:56:08 - [2024-10-10 11:56:08] The monster Monstruo 85611101024 , Tipo: BUENO , Combinación Oscura, Radioactivo, Astuta entered because it was GOOD.
2024-10-10 11:56:09 - [2024-10-10 11:56:09] The monster Monstruo 95611101024 , Tipo: BUENO , Combinación Oscura, Metálico, Astuta entered because it was GOOD.
2024-10-10 11:56:10 - [2024-10-10 11:56:10] The monster Monstruo 105611101024 , Tipo: BUENO , Combinación Oscura, Radioactivo, Caótica entered because it was GOOD.
2024-10-10 11:56:14 - [2024-10-10 11:56:14] The monster Monstruo 145611101024 , Tipo: BUENO , Combinación Oscura, Metálico, Despiadada entered because it was GOOD.
2024-10-10 11:56:15 - [2024-10-10 11:56:15] The monster Monstruo 155611101024 , Tipo: BUENO , Combinación Elemental, Metálico, Despiadada entered because it was GOOD.
2024-10-10 11:56:16 - [2024-10-10 11:56:16] The monster Monstruo 165611101024 , Tipo: BUENO , Combinación Oscura, Metálico, Astuta entered because it was GOOD.
2024-10-10 11:56:17 - [2024-10-10 11:56:17] The monster Monstruo 175611101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Despiadada entered because it was GOOD.
2024-10-10 11:56:19 - [2024-10-10 11:56:19] The monster Monstruo 195611101024 , Tipo: BUENO , Combinación Elemental, Metálico, Caótica entered because it was GOOD.
2024-10-10 11:56:21 - [2024-10-10 11:56:21] The monster Monstruo 215611101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Despiadada entered because it was GOOD.
2024-10-10 11:56:22 - [2024-10-10 11:56:22] The monster Monstruo 225611101024 , Tipo: BUENO , Combinación Cósmica, Radioactivo, Despiadada entered because it was GOOD.
2024-10-10 11:56:23 - [2024-10-10 11:56:23] The monster Monstruo 235611101024 , Tipo: BUENO , Combinación Elemental, Radioactivo, Despiadada entered because it was GOOD.
2024-10-10 11:56:24 - [2024-10-10 11:56:24] The monster Monstruo 245611101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Astuta entered because it was GOOD.
2024-10-10 11:56:25 - [2024-10-10 11:56:25] The monster Monstruo 255611101024 , Tipo: BUENO , Combinación Elemental, Radioactivo, Despiadada entered because it was GOOD.
2024-10-10 11:56:26 - [2024-10-10 11:56:26] The monster Monstruo 265611101024 , Tipo: BUENO , Combinación Elemental, Radioactivo, Astuta entered because it was GOOD.
2024-10-10 11:56:27 - [2024-10-10 11:56:27] The monster Monstruo 275611101024 , Tipo: BUENO , Combinación Cósmica, Orgánico, Caótica entered because it was GOOD.
2024-10-10 11:56:29 - [2024-10-10 11:56:29] The monster Monstruo 295611101024 , Tipo: BUENO , Combinación Oscura, Radioactivo, Caótica entered because it was GOOD.
2024-10-10 11:56:41 - [2024-10-10 11:56:41] The monster Monstruo 415611101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Despiadada entered because it was GOOD.
2024-10-10 11:56:41 - [2024-10-10 11:56:41] The monster Monstruo 585511101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica entered because inspector 1 discarded it.
2024-10-10 11:56:41 - [2024-10-10 11:56:41] The monster Monstruo 205611101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada entered because inspector 2 discarded it.
2024-10-10 11:59:58 - [2024-10-10 11:59:58] The monster Monstruo 585911101024 , Tipo: BUENO , Combinación Oscura, Radioactivo, Astuta entered because it was GOOD.
2024-10-10 12:00:03 - [2024-10-10 12:00:03] The monster Monstruo 30012101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Astuta entered because it was GOOD.
2024-10-10 12:00:06 - [2024-10-10 12:00:06] The monster Monstruo 60012101024 , Tipo: BUENO , Combinación Elemental, Radioactivo, Despiadada entered because it was GOOD.
2024-10-10 12:00:09 - [2024-10-10 12:00:09] The monster Monstruo 90012101024 , Tipo: BUENO , Combinación Cósmica, Radioactivo, Astuta entered because it was GOOD.
2024-10-10 12:00:12 - [2024-10-10 12:00:12] The monster Monstruo 120012101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Astuta entered because it was GOOD.
2024-10-10 12:00:15 - [2024-10-10 12:00:15] The monster Monstruo 150012101024 , Tipo: BUENO , Combinación Cósmica, Radioactivo, Astuta entered because it was GOOD.
2024-10-10 12:00:18 - [2024-10-10 12:00:18] The monster Monstruo 180012101024 , Tipo: BUENO , Combinación Oscura, Orgánico, Caótica entered because it was GOOD.
2024-10-10 12:00:21 - [2024-10-10 12:00:21] The monster Monstruo 210012101024 , Tipo: BUENO , Combinación Elemental, Metálico, Despiadada entered because it was GOOD.
2024-10-10 12:00:24 - [2024-10-10 12:00:24] The monster Monstruo 240012101024 , Tipo: BUENO , Combinación Cósmica, Orgánico, Caótica entered because it was GOOD.
2024-10-10 12:00:27 - [2024-10-10 12:00:27] The monster Monstruo 270012101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Astuta entered because it was GOOD.
2024-10-10 12:00:30 - [2024-10-10 12:00:30] The monster Monstruo 300012101024 , Tipo: BUENO , Combinación Oscura, Metálico, Caótica entered because it was GOOD.
2024-10-10 12:00:33 - [2024-10-10 12:00:33] The monster Monstruo 330012101024 , Tipo: BUENO , Combinación Elemental, Radioactivo, Astuta entered because it was GOOD.
2024-10-10 12:00:39 - [2024-10-10 12:00:39] The monster Monstruo 390012101024 , Tipo: BUENO , Combinación Cósmica, Orgánico, Caótica entered because it was GOOD.
2024-10-10 12:00:45 - [2024-10-10 12:00:45] The monster Monstruo 450012101024 , Tipo: BUENO , Combinación Oscura, Metálico, Despiadada entered because it was GOOD.
2024-10-10 12:00:54 - [2024-10-10 12:00:54] The monster Monstruo 540012101024 , Tipo: BUENO , Combinación Elemental, Metálico, Astuta entered because it was GOOD.
2024-10-10 12:00:57 - [2024-10-10 12:00:57] The monster Monstruo 570012101024 , Tipo: BUENO , Combinación Elemental, Metálico, Despiadada entered because it was GOOD.
2024-10-10 12:01:00 - [2024-10-10 12:01:00] The monster Monstruo 112101024 , Tipo: BUENO , Combinación Elemental, Radioactivo, Despiadada entered because it was GOOD.
2024-10-10 12:01:04 - [2024-10-10 12:01:04] The monster Monstruo 40112101024 , Tipo: BUENO , Combinación Oscura, Metálico, Caótica entered because it was GOOD.
2024-10-10 12:01:13 - [2024-10-10 12:01:13] The monster Monstruo 130112101024 , Tipo: BUENO , Combinación Elemental, Metálico, Astuta entered because it was GOOD.
2024-10-10 12:01:16 - [2024-10-10 12:01:16] The monster Monstruo 160112101024 , Tipo: BUENO , Combinación Cósmica, Orgánico, Despiadada entered because it was GOOD.
2024-10-10 12:01:19 - [2024-10-10 12:01:19] The monster Monstruo 190112101024 , Tipo: BUENO , Combinación Oscura, Orgánico, Astuta entered because it was GOOD.
2024-10-10 12:01:25 - [2024-10-10 12:01:25] The monster Monstruo 250112101024 , Tipo: BUENO , Combinación Cósmica, Radioactivo, Despiadada entered because it was GOOD.
2024-10-10 12:01:28 - [2024-10-10 12:01:28] The monster Monstruo 280112101024 , Tipo: BUENO , Combinación Cósmica, Orgánico, Caótica entered because it was GOOD.
2024-10-10 12:01:31 - [2024-10-10 12:01:31] The monster Monstruo 310112101024 , Tipo: BUENO , Combinación Oscura, Metálico, Despiadada entered because it was GOOD.
2024-10-10 12:01:37 - [2024-10-10 12:01:37] The monster Monstruo 370112101024 , Tipo: BUENO , Combinación Cósmica, Orgánico, Caótica entered because it was GOOD.
2024-10-10 12:01:47 - [2024-10-10 12:01:47] The monster Monstruo 420012101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica entered because inspector 2 discarded it.
2024-10-10 12:01:47 - [2024-10-10 12:01:47] The monster Monstruo 70112101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta entered because inspector 1 discarded it.
2024-10-10 12:01:47 - [2024-10-10 12:01:47] The monster Monstruo 220112101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica entered because inspector 1 discarded it.
2024-10-10 12:01:47 - [2024-10-10 12:01:47] The monster Monstruo 470112101024 , Tipo: BUENO , Combinación Elemental, Radioactivo, Despiadada entered because it was GOOD.
2024-10-10 12:01:50 - [2024-10-10 12:01:50] The monster Monstruo 500112101024 , Tipo: BUENO , Combinación Oscura, Metálico, Despiadada entered because it was GOOD.
2024-10-10 12:01:53 - [2024-10-10 12:01:53] The monster Monstruo 530112101024 , Tipo: BUENO , Combinación Cósmica, Radioactivo, Despiadada entered because it was GOOD.
2024-10-10 12:01:56 - [2024-10-10 12:01:56] The monster Monstruo 560112101024 , Tipo: BUENO , Combinación Oscura, Radioactivo, Astuta entered because it was GOOD.
2024-10-10 12:02:02 - [2024-10-10 12:02:02] The monster Monstruo 20212101024 , Tipo: BUENO , Combinación Elemental, Metálico, Astuta entered because it was GOOD.
2024-10-10 12:02:05 - [2024-10-10 12:02:05] The monster Monstruo 50212101024 , Tipo: BUENO , Combinación Elemental, Radioactivo, Astuta entered because it was GOOD.
2024-10-10 12:02:08 - [2024-10-10 12:02:08] The monster Monstruo 80212101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Astuta entered because it was GOOD.
2024-10-10 12:02:11 - [2024-10-10 12:02:11] The monster Monstruo 110212101024 , Tipo: BUENO , Combinación Oscura, Metálico, Despiadada entered because it was GOOD.
2024-10-10 12:02:14 - [2024-10-10 12:02:14] The monster Monstruo 140212101024 , Tipo: BUENO , Combinación Cósmica, Radioactivo, Astuta entered because it was GOOD.
2024-10-10 12:02:17 - [2024-10-10 12:02:17] The monster Monstruo 170212101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Caótica entered because it was GOOD.
2024-10-10 12:02:20 - [2024-10-10 12:02:20] The monster Monstruo 200212101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Despiadada entered because it was GOOD.
2024-10-10 12:02:23 - [2024-10-10 12:02:23] The monster Monstruo 230212101024 , Tipo: BUENO , Combinación Oscura, Radioactivo, Astuta entered because it was GOOD.
2024-10-10 12:02:26 - [2024-10-10 12:02:26] The monster Monstruo 260212101024 , Tipo: BUENO , Combinación Elemental, Radioactivo, Despiadada entered because it was GOOD.
2024-10-10 12:02:32 - [2024-10-10 12:02:32] The monster Monstruo 320212101024 , Tipo: BUENO , Combinación Oscura, Orgánico, Caótica entered because it was GOOD.
2024-10-10 12:02:38 - [2024-10-10 12:02:38] The monster Monstruo 380212101024 , Tipo: BUENO , Combinación Cósmica, Orgánico, Caótica entered because it was GOOD.
2024-10-10 12:02:41 - [2024-10-10 12:02:41] The monster Monstruo 410212101024 , Tipo: BUENO , Combinación Oscura, Metálico, Astuta entered because it was GOOD.
2024-10-10 12:02:44 - [2024-10-10 12:02:44] The monster Monstruo 440212101024 , Tipo: BUENO , Combinación Oscura, Metálico, Astuta entered because it was GOOD.
2024-10-10 12:02:47 - [2024-10-10 12:02:47] The monster Monstruo 470212101024 , Tipo: BUENO , Combinación Elemental, Metálico, Astuta entered because it was GOOD.
2024-10-10 12:05:32 - [2024-10-10 12:05:32] The monster Monstruo 320512101024 , Tipo: BUENO , Combinación Elemental, Metálico, Despiadada entered because it was GOOD.
2024-10-10 12:05:37 - [2024-10-10 12:05:37] The monster Monstruo 370512101024 , Tipo: BUENO , Combinación Elemental, Metálico, Astuta entered because it was GOOD.
2024-10-10 12:05:42 - [2024-10-10 12:05:42] The monster Monstruo 420512101024 , Tipo: BUENO , Combinación Oscura, Metálico, Astuta entered because it was GOOD.
2024-10-10 12:05:47 - [2024-10-10 12:05:47] The monster Monstruo 470512101024 , Tipo: BUENO , Combinación Elemental, Metálico, Caótica entered because it was GOOD.
2024-10-10 12:05:52 - [2024-10-10 12:05:52] The monster Monstruo 520512101024 , Tipo: BUENO , Combinación Oscura, Radioactivo, Caótica entered because it was GOOD.
2024-10-10 12:05:55 - [2024-10-10 12:05:55] The monster Monstruo 550512101024 , Tipo: BUENO , Combinación Oscura, Radioactivo, Caótica entered because it was GOOD.
2024-10-10 12:06:01 - [2024-10-10 12:06:01] The monster Monstruo 10612101024 , Tipo: BUENO , Combinación Oscura, Metálico, Despiadada entered because it was GOOD.
2024-10-10 12:06:01 - [2024-10-10 12:06:01] The monster Monstruo 10612101024 , Tipo: BUENO , Combinación Elemental, Orgánico, Despiadada entered because it was GOOD.
2024-10-10 12:06:01 - [2024-10-10 12:06:01] The monster Monstruo 10612101024 , Tipo: BUENO , Combinación Oscura, Radioactivo, Caótica entered because it was GOOD.
2024-10-10 12:06:01 - [2024-10-10 12:06:01] The monster Monstruo 10612101024 , Tipo: BUENO , Combinación Oscura, Metálico, Caótica entered because it was GOOD.
2024-10-10 12:06:01 - [2024-10-10 12:06:01] The monster Monstruo 10612101024 , Tipo: BUENO , Combinación Oscura, Radioactivo, Astuta entered because it was GOOD.
2024-10-10 12:06:01 - [2024-10-10 12:06:01] The monster Monstruo 10612101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Astuta entered because it was GOOD.
2024-10-10 12:06:03 - [2024-10-10 12:06:03] The monster Monstruo 30612101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Caótica entered because it was GOOD.
2024-10-10 12:06:04 - [2024-10-10 12:06:04] The monster Monstruo 40612101024 , Tipo: BUENO , Combinación Cósmica, Orgánico, Despiadada entered because it was GOOD.
2024-10-10 12:06:05 - [2024-10-10 12:06:05] The monster Monstruo 50612101024 , Tipo: BUENO , Combinación Elemental, Radioactivo, Despiadada entered because it was GOOD.
2024-10-10 12:06:07 - [2024-10-10 12:06:07] The monster Monstruo 70612101024 , Tipo: BUENO , Combinación Oscura, Metálico, Caótica entered because it was GOOD.
2024-10-10 12:06:08 - [2024-10-10 12:06:08] The monster Monstruo 80612101024 , Tipo: BUENO , Combinación Elemental, Radioactivo, Despiadada entered because it was GOOD.
2024-10-10 12:06:09 - [2024-10-10 12:06:09] The monster Monstruo 90612101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Caótica entered because it was GOOD.
